id,laborZET,semester,course,hoursLec,hoursPrac,hoursLab,hoursLecRemote,hoursPracRemote,hoursLabRemote,hoursSelfWork,hoursExam,isExam,isOffset,isDiffOffset,isCourseWork,isCourseProject,planStringId,controlWorks,hoursIKR
2673745,5,3,2,34,34,0,0,0,0,111,0,false,false,true,false,false,2067670,0,0
2673746,4,4,2,34,34,0,0,0,0,75,0,false,false,true,false,false,2067671,0,0
2673747,3,4,2,34,34,0,0,0,0,39,0,false,false,true,false,false,2067672,0,0
2673748,4,5,3,34,34,0,0,0,0,40,35,true,false,false,false,false,2067659,0,0
2673749,3,5,3,17,17,0,0,0,0,73,0,false,false,true,false,false,2067624,0,0
2673750,4,5,3,34,17,0,0,0,0,92,0,false,false,true,false,false,2067673,0,0
2673751,3,6,3,34,17,0,0,0,0,21,35,true,false,false,false,false,2067666,0,0
2673752,4,6,3,34,0,34,0,0,0,40,35,true,false,false,false,false,2067636,0,0
2673753,4,6,3,17,0,0,0,0,0,126,0,false,false,true,false,false,2067653,0,0
2673754,3,6,3,34,34,0,0,0,0,4,35,true,false,false,false,false,2067668,0,0
2673755,3,7,4,17,0,0,0,0,0,90,0,false,false,true,false,false,2067655,0,0
2673756,4,7,4,34,17,0,0,0,0,57,35,true,false,false,false,false,2067674,0,0
2673757,4,7,4,17,17,0,0,0,0,74,35,true,false,false,false,false,2067675,0,0
2673758,3,7,4,34,34,0,0,0,0,4,35,true,false,false,false,false,2067676,0,0
2673759,3,8,4,8,8,0,0,0,0,91,0,false,false,true,false,false,2067656,0,0
2673760,3,8,4,16,16,0,0,0,0,75,0,false,false,true,false,false,2067669,0,0
2673761,3,8,4,16,16,0,0,0,0,75,0,false,false,true,false,false,2067677,0,0
2673762,3,8,4,16,16,0,0,0,0,75,0,false,false,true,false,false,2067678,0,0
2673763,0,1,1,0,51,0,0,0,0,21,0,false,false,false,false,false,2067638,0,0
2673764,0,2,1,0,68,0,0,0,0,21.75,0,false,true,false,false,false,2067638,0,0
2673765,0,3,2,0,68,0,0,0,0,21.75,0,false,true,false,false,false,2067638,0,0
2673766,0,4,2,0,51,0,0,0,0,25,0,false,false,false,false,false,2067638,0,0
2673767,2,6,3,17,17,0,0,0,0,37,0,false,false,true,false,false,2067640,0,0
2673768,2,6,3,17,17,0,0,0,0,37,0,false,false,true,false,false,2067641,0,0
2673769,2,6,3,17,17,0,0,0,0,37,0,false,false,true,false,false,2067642,0,0
2673770,2,6,3,17,17,0,0,0,0,37,0,false,false,true,false,false,2067643,0,0
2673771,3,1,1,17,34,0,0,0,0,56,0,false,false,true,false,false,2067613,0,0
2673772,5,1,1,51,34,0,0,0,0,59,35,true,false,false,false,false,2067614,0,0
2673773,4,2,1,34,34,0,0,0,0,40,35,true,false,false,false,false,2067614,0,0
2673774,4,1,1,34,34,0,0,0,0,40,35,true,false,false,false,false,2067615,0,0
2673775,5,2,1,51,34,0,0,0,0,59,35,true,false,false,false,false,2067615,0,0
2673776,5,1,1,34,17,17,0,0,0,111,0,false,false,true,false,false,2067616,0,0
2673777,5,2,1,34,17,17,0,0,0,76,35,true,false,false,false,false,2067616,0,0
2673778,6,1,1,34,0,34,0,0,0,110,35,true,false,false,true,false,2067617,0,0
2673779,5,2,1,34,0,34,0,0,0,74,35,true,false,false,true,false,2067617,0,0
2673780,4,1,1,34,0,34,0,0,0,75,0,false,false,true,false,false,2067651,0,0
2673781,3,2,1,34,0,34,0,0,0,39,0,false,false,true,false,false,2067628,0,0
2673782,4,2,1,68,34,0,0,0,0,28,0,false,false,true,false,false,2078013,0,0
2673783,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2067619,0,0
2673784,2,3,2,34,17,0,0,0,0,20,0,false,false,true,false,false,2067620,0,0
2673785,3,3,2,34,17,0,0,0,0,56,0,false,false,true,false,false,2067621,0,0
2673786,4,3,2,34,34,0,0,0,0,40,35,true,false,false,false,false,2067630,0,0
2673787,4,3,2,34,0,34,0,0,0,40,35,true,false,false,false,false,2067634,0,0
2673788,5,3,2,34,0,34,0,0,0,111,0,false,false,true,false,false,2067622,0,0
2673789,5,3,2,34,0,34,0,0,0,74,35,true,false,false,true,false,2067631,0,0
2673790,5,4,2,34,0,34,0,0,0,109,0,false,false,true,true,false,2067633,0,0
2673791,4,4,2,34,34,0,0,0,0,40,35,true,false,false,false,false,2067632,0,0
2673792,4,4,2,34,34,0,0,0,0,40,35,true,false,false,false,false,2067652,0,0
2673793,4,4,2,34,0,34,0,0,0,40,35,true,false,false,false,false,2067623,0,0
2673794,4,5,3,17,17,0,0,0,0,74,35,true,false,false,false,false,2067654,0,0
2673795,4,5,3,34,17,0,0,0,0,92,0,false,false,true,false,false,2067667,0,0
2673796,4,5,3,34,0,34,0,0,0,75,0,false,false,true,false,false,2067635,0,0
2673797,4,5,3,34,34,0,0,0,0,40,35,true,false,false,false,false,2067629,0,0
2673798,3,5,3,34,17,0,0,0,0,21,35,true,false,false,false,false,2067657,0,0
2673799,2,6,3,17,17,0,0,0,0,37,0,false,false,true,false,false,2067625,0,0
2673800,3,6,3,34,17,0,0,0,0,56,0,false,false,true,false,false,2067658,0,0
2673801,3,7,4,34,17,17,0,0,0,39,0,false,false,true,false,false,2067626,0,0
2673802,4,7,4,17,17,17,0,0,0,57,35,true,false,false,false,false,2067637,0,0
2673803,1,1,1,0,17,0,0,0,0,18.75,0,false,true,false,false,false,2067627,0,0
2673804,1,4,2,0,17,0,0,0,0,18.75,0,false,true,false,false,false,2067627,0,0
2673805,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2067663,0,0
2673806,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2067663,0,0
2673807,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2067663,0,0
2673808,2,4,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2067663,0,0
2673809,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2067664,0,0
2673810,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2067664,0,0
2673811,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2067664,0,0
2673812,2,4,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2067664,0,0
2673813,9,6,3,0,2,0,0,0,0,322,0,false,false,true,false,false,2067661,0,0
2673814,9,7,4,0,2,0,0,0,0,322,0,false,false,true,false,false,2067660,0,0
2673815,3,4,2,0,1,0,0,0,0,107,0,false,false,true,false,false,2067646,0,0
2673816,9,8,4,0,2,0,0,0,0,322,0,false,false,true,false,false,2067647,0,0
2673817,3,5,3,24,36,0,0,0,0,29,18,false,false,true,false,false,2067644,0,0
2673818,5,6,3,76,32,0,0,0,0,52.75,18,false,true,true,false,false,2067644,0,0
2673819,5,7,4,50,46,0,0,0,0,48,35,true,false,false,false,false,2067644,0,0
2673820,3,8,4,34,26,0,0,0,0,29,18,false,false,true,false,false,2067644,0,0
2673821,5,5,3,58,46,0,0,0,0,57,18,false,false,true,false,false,2067645,0,0
2673822,3,6,3,30,42,0,0,0,0,35.75,0,false,true,false,false,false,2067645,0,0
2673823,5,7,4,46,48,0,0,0,0,50,35,true,false,false,false,false,2067645,0,0
2673824,7,8,4,0,144,0,0,0,0,71.75,35,true,true,false,false,false,2067645,0,0
2673825,4,6,3,17,34,0,0,0,0,92,0,false,true,false,false,false,2067649,0,0
2673826,4,8,4,16,0,16,0,0,0,111,0,false,true,false,false,false,2067650,0,0
2673827,3,1,1,0,68,0,0,0,0,39,0,false,true,false,false,false,2067665,0,0
2673828,3,2,1,0,68,0,0,0,0,39,0,false,true,false,false,false,2067665,0,0
2673829,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2067665,0,0
2673830,2,4,2,0,17,0,0,0,0,54,0,false,true,false,false,false,2067665,0,0
2673831,3,5,3,0,68,0,0,0,0,39,0,false,true,false,false,false,2067665,0,0
2673832,3,6,3,0,68,0,0,0,0,39,0,false,true,false,false,false,2067665,0,0
2724680,4,1,1,51,0,17,0,0,0,40,35,true,false,false,false,false,2080948,0,0
2724681,4,1,1,34,17,17,0,0,0,40,35,true,false,false,false,false,2080950,0,0
2724682,4,1,1,34,0,17,0,0,0,92,0,false,false,true,false,false,2080971,0,0
2724683,5,3,2,17,51,0,0,0,0,76,35,true,false,false,false,false,2080951,0,0
2724684,5,3,2,0,68,0,0,0,0,74,35,true,false,false,false,true,2080952,0,0
2724685,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080954,0,0
2724686,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080955,0,0
2724687,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080956,0,0
2724688,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080975,0,0
2724689,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2080958,0,0
2724690,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2080959,0,0
2724691,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080961,0,0
2724692,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080962,0,0
2724693,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080963,0,0
2724694,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2080941,0,0
2724695,4,1,1,17,34,17,0,0,0,73,0,false,false,true,true,false,2080942,0,0
2724696,4,1,1,68,0,0,0,0,0,40,35,true,false,false,false,false,2080949,0,0
2724697,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2080943,0,0
2724698,5,2,1,68,0,0,0,0,0,76,35,true,false,false,false,false,2080944,0,0
2724699,5,2,1,51,17,17,0,0,0,94,0,false,false,true,false,false,2080945,0,0
2724700,5,2,1,17,17,17,0,0,0,93,35,true,false,false,false,false,2080946,0,0
2724701,4,3,2,51,17,0,0,0,0,75,0,false,false,true,false,false,2080947,0,0
2724702,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2080974,0,0
2724703,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2080974,0,0
2724704,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2080974,0,0
2724705,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2080973,0,0
2724706,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2080973,0,0
2724707,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2080973,0,0
2724708,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2080965,0,0
2724709,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2080966,0,0
2724710,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2080966,0,0
2724711,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2080967,0,0
2724712,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2080964,0,0
2724713,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2080964,0,0
2724714,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2080969,0,0
2724715,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2080970,0,0
2724716,4,1,1,51,0,17,0,0,0,40,35,true,false,false,false,false,2080983,0,0
2724717,4,1,1,34,17,17,0,0,0,40,35,true,false,false,false,false,2080985,0,0
2724718,4,1,1,34,0,17,0,0,0,92,0,false,false,true,false,false,2081004,0,0
2724719,5,3,2,17,51,0,0,0,0,76,35,true,false,false,false,false,2081005,0,0
2724720,5,3,2,0,68,0,0,0,0,74,35,true,false,false,false,true,2081006,0,0
2724721,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080987,0,0
2724722,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080988,0,0
2724723,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2080989,0,0
2724724,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081010,0,0
2724725,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2080991,0,0
2724726,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2080992,0,0
2724727,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080994,0,0
2724728,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080995,0,0
2724729,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2080996,0,0
2724730,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2080976,0,0
2724731,4,1,1,17,34,17,0,0,0,73,0,false,false,true,true,false,2080977,0,0
2724732,4,1,1,68,0,0,0,0,0,40,35,true,false,false,false,false,2080984,0,0
2724733,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2080978,0,0
2724734,5,2,1,68,0,0,0,0,0,76,35,true,false,false,false,false,2080979,0,0
2724735,5,2,1,51,17,17,0,0,0,94,0,false,false,true,false,false,2080980,0,0
2724736,5,2,1,17,17,17,0,0,0,93,35,true,false,false,false,false,2080981,0,0
2724737,4,3,2,51,17,0,0,0,0,75,0,false,false,true,false,false,2080982,0,0
2724738,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081009,0,0
2724739,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081009,0,0
2724740,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081009,0,0
2724741,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081008,0,0
2724742,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081008,0,0
2724743,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081008,0,0
2724744,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2080998,0,0
2724745,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2080999,0,0
2724746,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2080999,0,0
2724747,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2081000,0,0
2724748,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2080997,0,0
2724749,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2080997,0,0
2724750,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2081002,0,0
2724751,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2081003,0,0
2724752,4,1,1,51,0,17,0,0,0,40,35,true,false,false,false,false,2081018,0,0
2724753,4,1,1,34,17,17,0,0,0,40,35,true,false,false,false,false,2081020,0,0
2724754,4,1,1,34,0,17,0,0,0,92,0,false,false,true,false,false,2081039,0,0
2724755,5,3,2,51,17,0,0,0,0,74,35,true,false,false,true,false,2081040,0,0
2724756,5,3,2,34,34,0,0,0,0,74,35,true,false,false,false,true,2081041,0,0
2724757,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081022,0,0
2724758,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081023,0,0
2724759,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081024,0,0
2724760,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081045,0,0
2724761,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081026,0,0
2724762,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081027,0,0
2724763,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2081029,0,0
2724764,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2081030,0,0
2724765,4,3,2,68,0,0,0,0,0,40,35,true,false,false,false,false,2081031,0,0
2724766,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081011,0,0
2724767,4,1,1,17,34,17,0,0,0,73,0,false,false,true,true,false,2081012,0,0
2724768,4,1,1,68,0,0,0,0,0,40,35,true,false,false,false,false,2081019,0,0
2724769,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081013,0,0
2724770,5,2,1,68,0,0,0,0,0,76,35,true,false,false,false,false,2081014,0,0
2724771,5,2,1,51,17,17,0,0,0,94,0,false,false,true,false,false,2081015,0,0
2724772,5,2,1,17,17,17,0,0,0,93,35,true,false,false,false,false,2081016,0,0
2724773,4,3,2,51,17,0,0,0,0,75,0,false,false,true,false,false,2081017,0,0
2724774,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081044,0,0
2724775,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081044,0,0
2724776,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081044,0,0
2724777,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081043,0,0
2724778,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081043,0,0
2724779,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081043,0,0
2724780,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2081033,0,0
2724781,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2081034,0,0
2724782,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2081034,0,0
2724783,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2081035,0,0
2724784,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2081032,0,0
2724785,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2081032,0,0
2724786,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2081037,0,0
2724787,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2081038,0,0
2724837,6,2,1,51,17,0,0,0,0,112,35,true,false,false,false,false,2081103,0,0
2724838,5,2,1,34,34,0,0,0,0,76,35,true,false,false,false,false,2081104,0,0
2724839,4,2,1,34,34,0,0,0,0,75,0,false,false,true,false,false,2081124,0,0
2724840,6,3,2,34,34,0,0,0,0,112,35,true,false,false,false,false,2081105,0,0
2724841,6,3,2,34,68,0,0,0,0,78,35,true,false,false,false,false,2081106,0,0
2724842,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081108,0,0
2724843,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081109,0,0
2724844,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081110,0,0
2724845,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081131,0,0
2724846,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081112,0,0
2724847,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081113,0,0
2724848,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081132,0,0
2724849,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081114,0,0
2724850,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081115,0,0
2724851,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081126,0,0
2724852,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081127,0,0
2724853,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081097,0,0
2724854,4,1,1,17,17,17,0,0,0,57,35,true,false,false,false,false,2081098,0,0
2724855,4,1,1,34,17,17,0,0,0,40,35,true,false,false,false,false,2081099,0,0
2724856,4,1,1,34,17,0,0,0,0,57,35,true,false,false,false,false,2081100,0,0
2724857,4,1,1,17,17,17,0,0,0,90,0,false,false,true,true,false,2081123,0,0
2724858,4,1,1,34,0,17,0,0,0,92,0,false,false,true,false,false,2081102,0,0
2724859,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081101,0,0
2724860,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081130,0,0
2724861,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081130,0,0
2724862,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081130,0,0
2724863,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081129,0,0
2724864,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081129,0,0
2724865,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081129,0,0
2724866,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2081117,0,0
2724867,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2081118,0,0
2724868,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2081118,0,0
2724869,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2081119,0,0
2724870,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2081116,0,0
2724871,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2081116,0,0
2724872,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2081121,0,0
2724873,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2081122,0,0
2724932,6,2,1,51,17,0,0,0,0,112,35,true,false,false,false,false,2081194,0,0
2724933,4,2,1,34,34,0,0,0,0,40,35,true,false,false,false,false,2081216,0,0
2724934,5,2,1,34,34,0,0,0,0,76,35,true,false,false,false,false,2081214,0,0
2724935,6,3,2,34,34,0,0,0,0,112,35,true,false,false,false,false,2081195,0,0
2724936,6,3,2,34,68,0,0,0,0,76,35,true,false,false,true,false,2081196,0,0
2724937,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081198,0,0
2724938,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081215,0,0
2724939,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081199,0,0
2724940,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081200,0,0
2724941,5,2,1,51,17,0,0,0,0,76,35,true,false,false,false,false,2081223,0,0
2724942,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081203,0,0
2724943,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081202,0,0
2724944,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081204,0,0
2724945,6,3,2,68,0,0,0,0,0,112,35,true,false,false,false,false,2081205,0,0
2724946,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081218,0,0
2724947,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081219,0,0
2724948,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081188,0,0
2724949,4,1,1,17,17,17,0,0,0,57,35,true,false,false,false,false,2081189,0,0
2724950,4,1,1,34,17,17,0,0,0,40,35,true,false,false,false,false,2081190,0,0
2724951,4,1,1,34,17,0,0,0,0,57,35,true,false,false,false,false,2081191,0,0
2724952,4,1,1,17,17,17,0,0,0,90,0,false,false,true,true,false,2081213,0,0
2724953,4,1,1,34,0,17,0,0,0,92,0,false,false,true,false,false,2081193,0,0
2724954,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081192,0,0
2724955,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081222,0,0
2724956,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081222,0,0
2724957,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081222,0,0
2724958,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081221,0,0
2724959,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081221,0,0
2724960,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081221,0,0
2724961,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2081207,0,0
2724962,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2081208,0,0
2724963,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2081208,0,0
2724964,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2081209,0,0
2724965,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2081206,0,0
2724966,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2081206,0,0
2724967,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2081211,0,0
2724968,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2081212,0,0
2724969,5,1,1,17,51,0,0,0,0,111,0,false,false,true,false,false,2081227,0,0
2724970,5,1,1,34,34,0,0,0,0,74,35,true,false,false,false,false,2081249,0,0
2724971,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081236,0,0
2724972,6,3,2,34,34,0,0,0,0,112,35,true,false,false,false,false,2081231,0,0
2724973,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081250,0,0
2724974,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081237,0,0
2724975,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081238,0,0
2724976,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081255,0,0
2724977,6,3,2,17,51,0,0,0,0,112,35,true,false,false,false,false,2081233,0,0
2724978,6,3,2,17,51,0,0,0,0,112,35,true,false,false,false,false,2081234,0,0
2724979,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081240,0,0
2724980,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081241,0,0
2724981,2,1,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081224,0,0
2724982,5,1,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081225,0,0
2724983,5,1,1,17,34,17,0,0,0,76,35,true,false,false,false,false,2081251,0,0
2724984,2,2,1,17,17,0,0,0,0,37,0,false,false,true,false,false,2081226,0,0
2724985,5,2,1,34,34,0,0,0,0,74,35,true,false,false,true,false,2081228,0,0
2724986,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081229,0,0
2724987,6,3,2,17,85,0,0,0,0,76,35,true,false,false,false,true,2081230,0,0
2724988,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081254,0,0
2724989,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081254,0,0
2724990,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081254,0,0
2724991,2,1,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081253,0,0
2724992,2,2,1,0,34,0,0,0,0,37,0,false,false,true,false,false,2081253,0,0
2724993,2,3,2,0,34,0,0,0,0,37,0,false,false,true,false,false,2081253,0,0
2724994,6,1,1,0,1,0,0,0,0,215,0,false,false,true,false,false,2081243,0,0
2724995,6,2,1,0,2,0,0,0,0,214,0,false,false,true,false,false,2081244,0,0
2724996,6,3,2,0,2,0,0,0,0,214,0,false,false,true,false,false,2081244,0,0
2724997,21,4,2,0,2,0,0,0,0,754,0,false,false,true,false,false,2081245,0,0
2724998,4,1,1,56,16,0,0,0,0,36,35,true,false,false,false,false,2081242,0,0
2724999,10,2,1,50,154,0,0,0,0,101,53,true,true,true,false,false,2081242,0,0
2725000,2,1,1,17,0,0,0,0,0,54,0,false,true,false,false,false,2081247,0,0
2725001,2,3,2,0,34,0,0,0,0,37,0,false,true,false,false,false,2081248,0,0
2725002,5,1,1,17,51,0,0,0,0,111,0,false,false,true,false,false,2081259,0,0
2725003,5,1,1,34,34,0,0,0,0,74,35,true,false,false,true,false,2081281,0,0
2725004,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081268,0,0
2725005,6,3,2,34,34,0,0,0,0,112,35,true,false,false,false,false,2081263,0,0
2725006,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081282,0,0
2725007,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081269,0,0
2725008,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081270,0,0
2725009,5,2,1,17,51,0,0,0,0,76,35,true,false,false,false,false,2081288,0,0
2725010,6,3,2,17,51,0,0,0,0,112,35,true,false,false,false,false,2081265,0,0
2725011,6,3,2,17,51,0,0,0,0,112,35,true,false,false,false,false,2081266,0,0
2725012,6,3,2,17,51,0,0,0,0,112,35,true,false,false,false,false,2081284,0,0
2725013,4,3,2,0,34,0,0,0,0,109,0,false,false,true,false,false,2081272,0,0
